Packet,Power Setpoint (kW),Dwell Time (s),mean_value,mean_MovAvgValue,skew_value,skew_MovAvgValue,std_value,std_MovAvgValue,BeadNumber
77,2.1,0,166.7860759493671,166.6501282051282,0.08978756616495943,0.3554412598645192,15.442446781826458,5.757641886987258,8
78,2.1,0,169.20425531914893,169.38879432624114,-0.1838487407204566,-0.3713417333007535,11.399322488266106,3.8623407919434674,8
78,2.1,15,162.40165289256197,162.29906944444443,0.17502476305220546,-0.19461209262962154,14.503011086616201,4.778523259085446,8
79,2.1,15,163.3322222222222,163.85777777777778,-0.20509322635483404,-0.5030502581680187,15.08199184963013,4.274131695188537,8
79,2.1,30,174.31220930232558,174.25608187134503,-0.04708244180843726,-1.7257957908329087,17.949813786596234,5.951461350376269,8
80,2.1,30,171.82045454545457,172.6915909090909,0.4793040131873138,-1.2382379763481015,21.760649139016373,5.635302634485665,8
80,2.1,60,172.39311926605504,172.36499231950845,0.09829657371920417,-0.919660548954336,15.989593343624032,5.124817229245469,8
81,1.5,0,169.57194570135746,169.58929545454544,-0.17099967994310156,-0.31466551022185324,12.892197440056602,5.140190647191697,9
81,1.5,15,173.14285714285714,173.8330487804878,-0.3363167489689333,-0.29794413807140463,20.136450905069264,7.667079027881696,9
82,1.5,15,172.85786516853932,172.95955056179776,-0.01694962541069795,0.16036545487969525,14.50231113254393,3.9411784595437163,9
82,1.5,30,178.20235294117649,178.1045238095238,-0.21093972988517032,0.5226338340859319,14.620207610982657,5.202112153236219,9
83,1.5,30,177.44921875,177.679765625,-0.031324766776744874,0.014811102267865372,13.340153088484874,4.354913807022581,9
83,1.5,60,177.61777777777777,177.62876865671643,-0.07269073519875831,-1.1722980921841866,17.64898147949852,6.445382317086615,9
84,1.5,60,175.01975308641977,174.8692181069959,-0.452060518114826,-1.986351335789265,12.86015571205386,5.258034368722597,9
84,1.8,0,160.15164835164833,160.15996316758748,-0.07685735803452824,0.554278675159028,15.15990541113484,5.750565855023018,9
85,1.8,0,159.5581395348837,159.76093023255814,0.9898099093043911,0.47482482494184564,10.15783142769163,3.2668754651104215,9
85,1.8,15,163.94000000000003,163.90745814307456,0.06075392428320374,-0.01828936997389131,15.395526243376755,6.0507062719190134,9
86,1.8,30,173.07027027027027,173.1415535444947,-0.2121893914417268,-1.4825029445545648,17.788318372315544,5.420312174167461,9
86,1.8,60,163.28536585365853,162.30920833333334,0.2670344494162707,-1.3191123852394535,22.560103733977044,12.049796170371804,9
87,1.8,60,165.07657142857144,165.33268571428573,-0.06992911675370338,-0.028800060665878934,15.578830674631337,5.104975394648553,9
87,2.1,0,165.63181818181818,165.68446360153257,0.11378267210988331,-0.29646603004515903,13.551540994399272,3.8621237471280034,9
88,2.1,0,167.54885496183206,167.5730534351145,-0.16954767498592843,-0.45556273796519753,14.510268864668085,4.708813527374437,9
88,2.1,15,162.25833333333333,161.9412340966921,0.0789757089673707,-0.8724163609186978,13.63140761392219,5.691620270816589,9
89,2.1,15,163.7191011235955,164.22702247191012,-0.37800921309644814,0.6449513533643341,14.065729438510642,6.49475350847535,9
89,2.1,30,172.5706896551724,172.384633911368,-0.16875330456442136,-2.129883006567885,14.893847998155028,7.333832782997741,9
90,2.1,30,173.72439024390243,174.19772357723576,-0.05862156603130175,-2.235248408322981,15.693036361517239,5.783205351082669,9
90,2.1,60,172.35509259259257,172.2889953271028,-0.05634863146053925,-1.1806322619301373,16.550384580390528,6.0260064551990125,9
91,1.5,0,165.78868778280545,165.68788636363635,-0.37784417636824,-1.0057802566978538,15.929421281426661,5.324269599470874,10
91,1.5,15,174.48048780487804,174.80370833333333,0.06245498228742619,1.2388467021703986,17.474284241596212,10.528493853964942,10
92,1.5,15,172.4,172.55865168539324,-0.12472322011227956,-0.4537033561129028,15.049447687746362,4.049710058955736,10
92,1.5,30,175.80714285714285,176.55180722891566,-0.07848321441670224,0.11970249610476767,14.459063824402365,5.6124133807985,10
93,1.5,30,175.24962962962962,175.56607407407407,-0.2877707269220643,-0.675215717703337,14.074253375250759,4.204253194069694,10
93,1.5,60,177.08267716535434,177.23641534391535,0.10096278971806558,2.3048017921465003,13.057006235103136,4.149725244278018,10
94,1.5,60,175.63260869565218,176.0308152173913,-0.2654340877504116,-0.5294041519322629,13.241992054048506,4.355010205333291,10
94,1.8,0,157.6570588235294,157.6694082840237,0.0045932815863740355,-0.14382099611103766,17.245130781672625,5.9981848399310405,10
95,1.8,0,159.49074074074073,159.26703703703703,-0.2654479543488109,-0.48842563227922475,13.057525387770502,3.718178002594781,10
95,1.8,15,163.47355769230768,163.6698148148148,0.03593410132129554,-0.5066693872574851,13.785493419808137,4.3775217396337345,10
96,1.8,15,144.2,146.58,,,,,10
96,1.8,30,174.2536036036036,174.39750377073906,0.11289174258181116,0.07507678121183994,14.12520806191488,4.244562497902087,10
96,1.8,60,161.04615384615386,159.70412280701754,-0.5894777328455685,-1.5089856693259043,16.812461640008625,11.464931369695938,10
97,1.8,60,165.1529411764706,165.42747058823528,-0.026218893863032423,-0.018266936422584597,14.906978535228854,3.86044618504784,10
97,2.1,0,161.23695652173913,161.21069597069598,0.13868212179224323,-0.7429707833111151,16.125072398790056,5.0851447414116855,10
98,2.1,0,164.92461538461538,164.88619230769228,0.21217894151206187,-0.425539580815371,13.580481099916444,3.9122797535078995,10
98,2.1,15,162.69848484848487,162.39422391857505,-0.047573247118709576,-2.0703648716867415,14.39077834947038,5.926945795746231,10
99,2.1,15,165.87078651685394,165.63955056179776,0.32124764632589253,0.355715371499473,14.19909730043036,3.6129589705645144,10
99,2.1,30,174.20115606936415,173.77388565891474,-0.047441153165474675,-3.007366469553048,18.529875275497695,8.935534489328628,10
100,2.1,30,171.65348837209302,173.23375968992246,0.4573535880092213,-1.5018484146374909,16.631801850058928,7.0085130688032,10
100,2.1,60,169.37385321100916,169.54753456221198,0.06249558392688244,-2.2521441311032886,16.586869628429582,6.29347290947557,10
101,1.5,0,165.785,165.78737442922375,-0.17509283956714244,-0.6286221310383568,12.720956803996017,5.25282825317227,11
101,1.5,15,170.79756097560974,170.649625,0.28529881088178805,-1.071478158922683,18.237358468331948,9.371823484550369,11
102,1.5,15,173.0067415730337,172.8570786516854,0.08542050997674254,-0.4504674480983872,14.617339736117751,5.445467705913978,11
102,1.5,30,176.34578313253013,176.39434959349592,-0.134101320244347,-0.6618622132405457,15.93704306818781,5.05579542746701,11
103,1.5,30,176.34812030075187,176.39383458646617,0.09012365970808751,-1.027368141412297,12.3288439915199,4.116014680636955,11
103,1.5,60,178.42578125,178.58682414698163,0.175325021842375,0.5666756826272773,15.732604422171416,5.011683503160376,11
104,1.5,60,173.62747252747252,173.8869230769231,-0.12965455918326735,-0.5274235751097269,14.556686634091081,4.618444830196913,11
104,1.8,0,154.60588235294117,154.6477613412229,-0.1079755116354857,-0.19914403796401828,16.31998341556456,5.946337260898385,11
105,1.8,0,159.78636363636363,159.69227272727272,-0.19375623075039314,0.23209016084929063,13.275621842556157,7.324935705293307,11
105,1.8,15,163.90673076923076,163.55889694041866,-0.08180237670405015,-1.8435701645498144,16.320570372380423,7.566642323792614,11
105,1.8,30,171.6222222222222,171.98666666666668,-0.10551884846705194,-1.9233324867517643,17.665062820280163,9.724551321922188,11
106,1.8,30,173.86937799043062,173.91263157894736,0.14650515117280144,-0.4697348515154377,14.825508166660107,4.084354943086286,11
106,1.8,60,161.34038461538464,160.1147385620915,0.15802042138797737,-1.4242145796201888,23.92410597928361,10.363428665652162,11
107,1.8,60,166.9859756097561,167.07268292682926,0.11458740630547569,0.21458328911782654,15.774316654407318,6.257147284845265,11
107,2.1,0,165.5783505154639,165.4003125,-0.025727550855878193,0.10484064750549185,13.092286428180747,5.511876975772652,11
108,2.1,0,164.56290322580645,164.92790322580646,0.03471066807348244,-0.7320990618618048,12.175114348084485,5.2039964745983305,11
