Power Setpoint (kW),Dwell Time (s),BeadNumber,mean_Current,mean_MovAvgCurrent,skew_Current,skew_MovAvgCurrent,std_Current,std_MovAvgCurrent,kurt_Current,kurt_MovAvgCurrent,count_Current,count_MovAvgCurrent,mean_Voltage,mean_MovAvgVoltage,skew_Voltage,skew_MovAvgVoltage,std_Voltage,std_MovAvgVoltage,kurt_Voltage,kurt_MovAvgVoltage,count_Voltage,count_MovAvgVoltage,mean_CTWD,mean_MovAvgCTWD,skew_CTWD,skew_MovAvgCTWD,std_CTWD,std_MovAvgCTWD,kurt_CTWD,kurt_MovAvgCTWD,count_CTWD,count_MovAvgCTWD
1.5,0,1,173.63179723502304,173.74880952380954,-0.0062222756022399925,-0.5127086996934302,18.95983945166125,5.1627235604172705,-0.5239537124419291,0.5955768072582401,217,217,173.63179723502304,173.74880952380954,-0.0062222756022399925,-0.5127086996934302,18.95983945166125,5.1627235604172705,-0.5239537124419291,0.5955768072582401,217,217,0.991792407604398,0.999495984995404,-0.4700959335284852,-1.0204664750054948,0.5171640981082604,0.3266033146639671,-0.05535696959575631,1.2042615258312614,108,108
1.5,0,2,170.57,170.21179545454547,-0.03387649920437197,-1.9681295505908374,22.295989565052537,7.505705384181717,-0.3311806266373365,6.723291387085045,220,220,170.57,170.21179545454547,-0.03387649920437197,-1.9681295505908374,22.295989565052537,7.505705384181717,-0.3311806266373365,6.723291387085045,220,220,0.5836163115056767,0.5807293206192331,-0.04447639121624183,-0.5967933661274033,0.49703983340577673,0.27102663982396213,-0.3150899885681486,-0.038121623996962395,105,105
1.5,0,3,175.3082191780822,175.44831811263316,0.005543881590311508,-0.1567543608340648,15.339318849852127,5.627331484175673,-0.4898403783950478,0.17342000077436381,219,219,175.3082191780822,175.44831811263316,0.005543881590311508,-0.1567543608340648,15.339318849852127,5.627331484175673,-0.4898403783950478,0.17342000077436381,219,219,0.9328961174739889,0.90714952211718,-0.16259014794795096,-1.3056419655694462,0.5120802709444235,0.25357851724666414,0.9507354631696381,3.0155022750935783,106,106
1.5,0,4,172.97649769585254,173.03029185867896,-0.03661953964403938,-0.9292777760699823,14.712291745945596,4.5020850241449075,-0.14224191777417206,2.0196593193443313,217,217,172.97649769585254,173.03029185867896,-0.03661953964403938,-0.9292777760699823,14.712291745945596,4.5020850241449075,-0.14224191777417206,2.0196593193443313,217,217,0.827125945060893,0.8109873196482629,0.4374956079626691,-0.38022632629083797,0.6701474742384056,0.3810489233246799,-0.04717446613009013,-0.5819633490783369,109,109
1.5,0,5,173.79631336405532,173.70084485407068,-0.06697678770790047,-0.03610018440169053,14.183026020089425,5.0357464733874355,-0.029930088099499486,0.0497518038362359,217,217,173.79631336405532,173.70084485407068,-0.06697678770790047,-0.03610018440169053,14.183026020089425,5.0357464733874355,-0.029930088099499486,0.0497518038362359,217,217,1.1964726589125154,1.198554006615691,0.5959369392810961,0.26444998627504246,0.6682692524880717,0.3778279896613544,0.9958208833581925,-0.2340009446186535,108,108
1.5,0,6,171.66451612903225,171.54758832565284,0.1734395802810458,-1.9085841543030746,15.644925336012783,4.752975323892787,0.6204855750250537,12.65788299100813,217,217,171.66451612903225,171.54758832565284,0.1734395802810458,-1.9085841543030746,15.644925336012783,4.752975323892787,0.6204855750250537,12.65788299100813,217,217,1.1399912731085033,1.1483771180038695,0.13785504615609195,0.4025191504433496,0.6309560215552855,0.32601932242066617,-0.566375460148016,0.6995512658764489,108,108
1.5,0,7,170.90509259259258,170.83881172839506,0.05570809328142904,-0.189652931634724,13.703889177749431,4.594171878381315,-0.21186996700088168,0.3017830992266126,216,216,170.90509259259258,170.83881172839506,0.05570809328142904,-0.189652931634724,13.703889177749431,4.594171878381315,-0.21186996700088168,0.3017830992266126,216,216,1.6255979452897897,1.5912116630700257,0.539829788310005,1.0911710698230093,0.5590603682983676,0.2842465264674987,0.9993216276426793,1.480426321434627,105,105
1.5,0,8,170.81851851851854,170.8103163580247,-0.023443444774481313,0.6030884806523605,13.149103060033273,3.9695147960411448,0.18179934623500982,3.3915809908586056,216,216,170.81851851851854,170.8103163580247,-0.023443444774481313,0.6030884806523605,13.149103060033273,3.9695147960411448,0.18179934623500982,3.3915809908586056,216,216,1.4768068765269264,1.5009626007002939,0.1932653794939998,0.23091404698717327,0.8116273131970223,0.3149187055526225,0.14922683620558885,0.1509530530449985,108,108
1.5,0,9,169.70136363636365,169.58929545454544,-0.15615578131402585,-0.31466551022183664,12.776903675711017,5.140190647191697,0.16566903928978238,2.322914975383338,220,220,169.70136363636365,169.58929545454544,-0.15615578131402585,-0.31466551022183664,12.776903675711017,5.140190647191697,0.16566903928978238,2.322914975383338,220,220,2.1142797279706795,2.1399252530829025,-0.2592521046587466,0.08029164643507615,0.764881988484897,0.4902421652389645,1.7988886160865705,4.278978795405688,109,109
1.5,0,10,165.87,165.68788636363635,-0.38920563961820226,-1.0057802566978375,15.91971323254263,5.324269599470874,-0.17448264611052,1.5631459924370419,220,220,165.87,165.68788636363635,-0.38920563961820226,-1.0057802566978375,15.91971323254263,5.324269599470874,-0.17448264611052,1.5631459924370419,220,220,2.344801884721031,2.35436462143347,0.265144640338209,0.0025779939945370332,0.7359288844064983,0.31837532834751703,-0.3164400976638566,1.2335901805657024,99,99
1.5,0,11,165.9150684931507,165.78737442922375,-0.15869818010206524,-0.6286221310383568,12.602621009243537,5.25282825317227,0.22920402093812697,1.5064686097996276,219,219,165.9150684931507,165.78737442922375,-0.15869818010206524,-0.6286221310383568,12.602621009243537,5.25282825317227,0.22920402093812697,1.5064686097996276,219,219,2.8477881480784997,2.82070406724861,0.6573785659781096,0.9865280850283387,0.6240561850740175,0.37433998302220034,1.5023242686119347,2.7517049405726177,106,106
1.5,0,12,165.227397260274,165.17893455098934,0.019461892889071398,0.07981011951487282,14.103502658253682,4.992880755415329,-0.4854986541873507,0.4502043610652011,219,219,165.227397260274,165.17893455098934,0.019461892889071398,0.07981011951487282,14.103502658253682,4.992880755415329,-0.4854986541873507,0.4502043610652011,219,219,2.9504448961932916,2.9513686478630223,0.43862181522261473,-0.07086842326310064,0.6885692487201531,0.35925933194011284,-0.028692019187853024,-0.6796020752770979,104,104
1.5,0,13,163.9545045045045,163.8968018018018,-0.11207064741519283,0.28974577401134777,14.071400103919824,5.21147857675871,-0.41135954393534213,0.07806244878485868,222,222,163.9545045045045,163.8968018018018,-0.11207064741519283,0.28974577401134777,14.071400103919824,5.21147857675871,-0.41135954393534213,0.07806244878485868,222,222,3.4169535827058537,3.393902070858711,0.5808017642552711,0.7575833052187855,0.6878988259799782,0.39475876109400837,0.9389348369238917,0.6494627461838944,105,105
1.5,0,14,162.64227272727274,162.71554545454543,-0.01840892052860185,0.3386623703601421,15.496008745756694,5.466125335659537,-0.4065841248443771,0.89925756986176,220,220,162.64227272727274,162.71554545454543,-0.01840892052860185,0.3386623703601421,15.496008745756694,5.466125335659537,-0.4065841248443771,0.89925756986176,220,220,3.6147885680450846,3.619506501919406,0.194936697859199,-0.432010597776494,0.6658389175289431,0.45052770532403164,1.33294086353105,-0.12639760872259398,103,103
1.5,0,15,162.93532110091743,163.20707186544345,-0.10200139693011837,-0.06623152520665905,12.362713008797614,5.58680967975295,-0.0923039080721999,0.5233506235125254,218,218,162.93532110091743,163.20707186544345,-0.10200139693011837,-0.06623152520665905,12.362713008797614,5.58680967975295,-0.0923039080721999,0.5233506235125254,218,218,4.250005906800262,4.238937627894082,0.6536868974367714,0.4585310513015385,0.6369842258512664,0.4385446702864829,1.1419554826168916,1.4169337033721012,105,105
1.5,0,16,160.49166666666665,160.53796296296295,-0.18153926056962288,-0.13688899659414688,13.813061732237522,4.009150291986848,-0.09180705930183786,0.503860860831935,216,216,160.49166666666665,160.53796296296295,-0.18153926056962288,-0.13688899659414688,13.813061732237522,4.009150291986848,-0.09180705930183786,0.503860860831935,216,216,4.445000041361316,4.414500998580676,0.6552875510529061,-0.18827164912309355,0.7787916539487065,0.4636445885380121,0.4667585831126302,-0.549828723549421,103,103
1.5,0,17,158.83287671232878,159.02373668188736,-0.13006295399959147,-0.026302506286756885,10.653673029805955,4.439849706932861,-0.032391837497281806,0.14983697302457433,219,219,158.83287671232878,159.02373668188736,-0.13006295399959147,-0.026302506286756885,10.653673029805955,4.439849706932861,-0.032391837497281806,0.14983697302457433,219,219,4.91639396966761,4.917657936202366,-0.442507149101074,-0.26844826258006277,0.4877429110530503,0.3158256574205544,0.6186592214037097,-0.539656034518273,107,107
1.5,0,18,159.01727272727274,158.8239090909091,-0.08727163625439398,-1.44540016556052,14.80130106024349,4.900501716082074,0.3791170975416578,6.908195588751887,220,220,159.01727272727274,158.8239090909091,-0.08727163625439398,-1.44540016556052,14.80130106024349,4.900501716082074,0.3791170975416578,6.908195588751887,220,220,5.376234717830967,5.360970394123384,0.884529686762538,-0.17707690685225097,0.8880208654151179,0.48470966208557414,1.298037956450374,0.2921354900648536,104,104
1.5,0,19,156.98063063063063,157.2118168168168,-0.21792462877372706,-0.30887241215067124,12.793565745615387,5.818380454093285,-0.09024027715167549,-0.14578970402979463,222,222,156.98063063063063,157.2118168168168,-0.21792462877372706,-0.30887241215067124,12.793565745615387,5.818380454093285,-0.09024027715167549,-0.14578970402979463,222,222,5.837956328662752,5.8357334909637,0.885770022278294,-0.09688069762346405,0.6751389610175432,0.42869100243476493,1.8519261780056078,0.013782195570409606,107,107
1.5,0,20,156.10506912442398,156.1175038402458,0.08873368426710394,0.15718128000166473,12.216675084119263,4.149387291537813,-0.10198882358790362,1.1272371417132998,217,217,156.10506912442398,156.1175038402458,0.08873368426710394,0.15718128000166473,12.216675084119263,4.149387291537813,-0.10198882358790362,1.1272371417132998,217,217,6.357103650540089,6.367574753914868,0.9998130930026481,1.3641034942619554,0.7479506267209802,0.5125778228445761,0.6723778309151878,2.6854033249837914,106,106
1.5,15,1,174.87798165137616,174.8543272171254,0.09224931054528876,0.07937454589982156,16.869208760413958,5.443725050737011,0.05925476695066756,0.5018680611646551,218,218,174.87798165137616,174.8543272171254,0.09224931054528876,0.07937454589982156,16.869208760413958,5.443725050737011,0.05925476695066756,0.5018680611646551,218,218,-1.5478431926902136,-1.5612444324537653,-0.25875385230475867,-1.2436400204211198,0.4008748145865366,0.20066059878662615,-1.1705048775894697,3.8208389033225836,110,110
1.5,15,2,172.324200913242,172.59159817351596,-0.02805392617905192,-0.5346067961270873,22.309976553797817,5.8317966375107,0.06686147633962847,1.3478359199976033,219,219,172.324200913242,172.59159817351596,-0.02805392617905192,-0.5346067961270873,22.309976553797817,5.8317966375107,0.06686147633962847,1.3478359199976033,219,219,-2.319054979524308,-2.3127140252685394,-0.38078564968474043,-0.5975788894940742,0.5843247860628166,0.3502553860055285,0.49095302920699924,-0.18615020163483997,102,102
1.5,15,3,177.44567307692307,177.05713942307693,-0.027971263853167404,-0.8926310177940115,22.95516488099924,7.551021433879408,0.19438347740555972,9.831459796885905,208,208,177.44567307692307,177.05713942307693,-0.027971263853167404,-0.8926310177940115,22.95516488099924,7.551021433879408,0.19438347740555972,9.831459796885905,208,208,-2.051506453803695,-2.0357693034980247,-0.6018142388228054,-0.9973818268526207,0.6151115908958328,0.4273510661716863,-0.02327447297348728,0.8221307758540348,99,99
1.5,15,4,174.4601809954751,174.2584539969834,0.05969004629246279,-1.441576644755219,15.155198566942474,4.27134714106867,-0.2971900276884174,6.5792862728952475,221,221,174.4601809954751,174.2584539969834,0.05969004629246279,-1.441576644755219,15.155198566942474,4.27134714106867,-0.2971900276884174,6.5792862728952475,221,221,-1.8049944373941675,-1.7974016479232222,0.8008268702768006,0.7159352639705501,0.9614597324972297,0.5807831156843031,-0.2318614390610252,0.4743670521959782,112,112
1.5,15,5,175.0093896713615,175.05938967136152,-0.038223136054834315,0.020763244939174953,13.020412352659532,5.060411887135375,0.6890355319145152,8.575157399214898,213,213,175.0093896713615,175.05938967136152,-0.038223136054834315,0.020763244939174953,13.020412352659532,5.060411887135375,0.6890355319145152,8.575157399214898,213,213,-1.8455443572082855,-1.8473701224421273,0.17703670510988095,1.0866771020625206,0.6222439367744125,0.41109359024178665,0.29384188885825635,0.5340138240675163,109,109
1.5,15,6,174.56146788990827,174.56111620795107,-0.14321631063344126,-4.05262336009715,16.128147009063657,7.073593129893973,0.2366253826750735,22.431230961996125,218,218,174.56146788990827,174.56111620795107,-0.14321631063344126,-4.05262336009715,16.128147009063657,7.073593129893973,0.2366253826750735,22.431230961996125,218,218,-1.6573983277572482,-1.6146064940372575,0.7267774795875132,0.792654625038592,0.8964140431539804,0.5203327693296783,-0.5456924369485154,0.36919329732897843,110,110
1.5,15,7,174.43693693693695,174.29682432432432,0.022421616492677647,-0.18600723653903314,13.618921013785032,4.678405279090694,0.2077704605046926,0.7950681819376744,222,222,174.43693693693695,174.29682432432432,0.022421616492677647,-0.18600723653903314,13.618921013785032,4.678405279090694,0.2077704605046926,0.7950681819376744,222,222,-1.7051789018372956,-1.699393979648498,0.11384672649711863,0.6004219858303946,0.46409279178170615,0.3044705234776597,0.6224568305359486,-0.20371078263269604,104,104
1.5,15,8,173.3968325791855,173.41227752639517,0.04591872825618477,-0.34425194026690614,13.648294562592698,4.254200463333267,-0.48697798222407496,0.4378917806538105,221,221,173.3968325791855,173.41227752639517,0.04591872825618477,-0.34425194026690614,13.648294562592698,4.254200463333267,-0.48697798222407496,0.4378917806538105,221,221,-1.7182479478487684,-1.7347812663552238,0.6738470948145188,0.1786436129636467,0.8516290667941724,0.46648241953765424,-0.2634590820279388,-0.35256813348820515,109,109
1.5,15,9,172.94109589041096,173.12308219178084,-0.13756692392482514,0.01145093268667059,15.711473943345167,4.849151767028573,-0.17931313101884694,0.22301227084400077,219,219,172.94109589041096,173.12308219178084,-0.13756692392482514,0.01145093268667059,15.711473943345167,4.849151767028573,-0.17931313101884694,0.22301227084400077,219,219,-1.5789053519993028,-1.5796775186713934,-0.35075944319507374,0.5018760233156054,0.4844702866669268,0.3354324361506031,0.09873568759358564,-0.14234253119027596,105,105
1.5,15,10,172.68532110091743,172.9705886850153,-0.05264092049104109,1.6079383345973517,15.46932940371258,5.8359142543706986,-0.011382335071720373,7.011498353366933,218,218,172.68532110091743,172.9705886850153,-0.05264092049104109,1.6079383345973517,15.46932940371258,5.8359142543706986,-0.011382335071720373,7.011498353366933,218,218,-1.5332693444473513,-1.524181628732693,0.9555923861618203,0.6854652730067325,0.7028705159517941,0.4071007613908894,0.17717228719958555,0.6383846044712826,110,110
1.5,15,11,172.71697247706425,172.45204128440366,0.11570362428777341,-1.0346454121174828,15.26323663693857,6.380111645026173,-0.19877594084271877,2.9108109170446053,218,218,172.71697247706425,172.45204128440366,0.11570362428777341,-1.0346454121174828,15.26323663693857,6.380111645026173,-0.19877594084271877,2.9108109170446053,218,218,-1.229200271283974,-1.2347108990027837,0.547009382375547,0.8980838868914311,0.4457512120825898,0.21739243045277495,1.564087453960393,1.6059943991230328,106,106
1.5,15,12,169.3788990825688,169.05855504587154,-0.018787759194735753,-3.491023129095378,16.812287438675455,5.902347369420598,1.321160699853693,26.603880147352232,218,218,169.3788990825688,169.05855504587154,-0.018787759194735753,-3.491023129095378,16.812287438675455,5.902347369420598,1.321160699853693,26.603880147352232,218,218,-1.2511563421909426,-1.220507153589508,0.5156234664649659,0.1736429855268009,0.7625650993800923,0.39735178654449166,-0.32509262647166093,0.08683064111620409,109,109
1.5,15,13,168.65096153846156,169.04884615384617,-0.2500750417707259,0.1345028473779341,19.28794519872066,6.487566483015596,0.5537319112873171,0.6691831623499365,208,208,168.65096153846156,169.04884615384617,-0.2500750417707259,0.1345028473779341,19.28794519872066,6.487566483015596,0.5537319112873171,0.6691831623499365,208,208,-1.068394511437957,-1.0631234108218246,0.5253170105707942,0.9597136418161826,0.4966222738288,0.2957055097664236,1.839554632382657,4.003281245119349,104,104
1.5,15,14,165.78443396226416,165.82794811320755,-0.1602636293396409,-0.27457432866121156,17.29057199091081,5.169809360767461,-0.22500586523302735,0.8131499526639878,212,212,165.78443396226416,165.82794811320755,-0.1602636293396409,-0.27457432866121156,17.29057199091081,5.169809360767461,-0.22500586523302735,0.8131499526639878,212,212,-0.841790251187253,-0.8039425295555246,0.2508014086256692,0.045092979784168444,0.7579176273800575,0.458350162553912,-0.07430408540264866,-0.5294439812407243,101,101
1.5,15,15,163.49132420091323,163.7636681887367,-0.027029163289635567,0.5441095267064165,17.265603701412466,7.671773981215558,-0.23042766501104417,4.748489039498267,219,219,163.49132420091323,163.7636681887367,-0.027029163289635567,0.5441095267064165,17.265603701412466,7.671773981215558,-0.23042766501104417,4.748489039498267,219,219,-0.37109335803584936,-0.3800934383284429,0.450556715106854,0.9242706111717223,0.6675266296119284,0.49546461905654077,0.4367931817352644,0.9731903491623819,108,108
1.5,15,16,165.44202898550725,165.19289049919487,-0.06911925785967148,-1.8365909756960033,16.82565718040618,5.614226910484348,0.08019555538696777,7.995043729648862,207,207,165.44202898550725,165.19289049919487,-0.06911925785967148,-1.8365909756960033,16.82565718040618,5.614226910484348,0.08019555538696777,7.995043729648862,207,207,-0.4046719026658894,-0.40164849189884544,0.07826571645209347,-0.6834351608951574,0.7563884784301276,0.5512845447097299,-0.0214818229737892,0.4085988675497325,103,103
1.5,15,17,166.35616438356163,166.57025875190257,0.06699786605218934,1.2493823336229415,17.743694987968688,7.095403348930532,-0.008444634851227928,4.1695722156200015,219,219,166.35616438356163,166.57025875190257,0.06699786605218934,1.2493823336229415,17.743694987968688,7.095403348930532,-0.008444634851227928,4.1695722156200015,219,219,0.22572713226732122,0.22817549534217843,0.5522052280854081,0.9955968447128917,0.8209504404429268,0.6287514524898283,0.26757345460320536,0.7297519831741375,108,108
1.5,15,18,163.94074074074072,164.01323302469135,-0.19139771861482707,0.8479327817049672,14.792078565433615,5.127362633349691,0.5386477935357004,3.299640152000173,216,216,163.94074074074072,164.01323302469135,-0.19139771861482707,0.8479327817049672,14.792078565433615,5.127362633349691,0.5386477935357004,3.299640152000173,216,216,0.17627055226727967,0.1613553516908174,0.49308931764023106,0.8676546670989694,0.5366721913434941,0.37785899707868953,-0.42577191489792376,0.12722818047240825,106,106
1.5,15,19,161.26712328767124,161.009101978691,-0.26828227071990934,-1.9088845070777576,14.434220184297002,6.518696118697479,0.09703398596179635,7.666637533959626,219,219,161.26712328767124,161.009101978691,-0.26828227071990934,-1.9088845070777576,14.434220184297002,6.518696118697479,0.09703398596179635,7.666637533959626,219,219,0.743440038144596,0.7582158443231473,0.3768438535934258,0.9060873771406058,0.5210820516854723,0.417882354778853,-0.07485697900514277,0.2267744125076736,107,107
1.5,15,20,163.0739726027397,163.1751598173516,-0.1300858732195367,0.10702498949703394,15.01648354917796,4.491536725135437,0.22053510783452257,0.6118531802962286,219,219,163.0739726027397,163.1751598173516,-0.1300858732195367,0.10702498949703394,15.01648354917796,4.491536725135437,0.22053510783452257,0.6118531802962286,219,219,0.9231779042116609,0.8957723688951977,0.2582248716157334,0.11604438747882498,0.7400162694752277,0.4352987823855932,-1.1498697387271435,-0.9361158277848292,110,110
1.5,30,1,173.37695852534563,173.46430107526882,0.10843747253869085,-1.0362272798316132,26.517265932943705,7.126792041296031,-0.757220205800818,2.497084041805431,217,217,173.37695852534563,173.46430107526882,0.10843747253869085,-1.0362272798316132,26.517265932943705,7.126792041296031,-0.757220205800818,2.497084041805431,217,217,-0.2850552964720031,-0.2897719153967807,-0.25835234701568544,-0.4031203786515667,0.43908226023184066,0.2705587225563846,-0.6602911373351241,-0.31507387586661784,110,110
1.5,30,2,174.73846153846154,174.88625942684766,-0.05281993479678558,0.39898182623253914,21.735476141021685,5.306516356660274,7.401793616601537e-05,1.9059533657554275,221,221,174.73846153846154,174.88625942684766,-0.05281993479678558,0.39898182623253914,21.735476141021685,5.306516356660274,7.401793616601537e-05,1.9059533657554275,221,221,-0.7109966127750266,-0.7103317941075341,-0.2452030611031307,-0.18348647036869611,0.5321043062729562,0.3196995653412459,-0.2792531115196657,-0.3638537512539206,105,105
1.5,30,3,176.45488372093024,176.51706976744185,0.014506832894987455,-0.7481015220774588,16.498265608659985,6.00279384095263,0.9511057851391436,9.466424484105316,215,215,176.45488372093024,176.51706976744185,0.014506832894987455,-0.7481015220774588,16.498265608659985,6.00279384095263,0.9511057851391436,9.466424484105316,215,215,-0.6738027035396382,-0.6792919495644745,-0.05762071746282182,-0.2888824927326201,0.56711012857533,0.2866745164806658,1.5528422080679398,1.2288283468863561,105,105
1.5,30,4,176.4119815668203,176.5207603686636,0.06300602497525779,-1.1921566713013068,16.271542536532216,4.091770302165737,0.24859366956212003,3.846354967822511,217,217,176.4119815668203,176.5207603686636,0.06300602497525779,-1.1921566713013068,16.271542536532216,4.091770302165737,0.24859366956212003,3.846354967822511,217,217,-0.8553390057605803,-0.848647578164494,0.49816531340790565,0.1830026440118087,0.6753254807447796,0.3936199903780054,-0.5242752651548801,0.32761113484397963,107,107
1.5,30,5,176.44976303317537,176.27954976303317,-0.12018642844900645,-2.276503330522099,15.174252548964976,5.357557797195426,0.5274510921430702,8.40155829565128,211,211,176.44976303317537,176.27954976303317,-0.12018642844900645,-2.276503330522099,15.174252548964976,5.357557797195426,0.5274510921430702,8.40155829565128,211,211,-0.833208873903959,-0.8253811005730303,0.5061222519840176,0.9789019386571023,0.7059341090211839,0.3530031408652673,2.665375187890535,2.3207753633193775,104,104
